"count","apparent_temperature","date","holiday","hour","humidity","month","season","temperature","weather","weekday","windspeed","working_day","year"
324,0.7424,"2011-07-17",FALSE,15,0.43,7,"summer",0.82,"1",0,0.2985,FALSE,0
317,0.7273,"2011-07-17",FALSE,16,0.46,7,"summer",0.8,"1",0,0.2985,FALSE,0
369,0.7424,"2011-07-17",FALSE,17,0.49,7,"summer",0.8,"1",0,0.3881,FALSE,0
390,0.7273,"2011-07-17",FALSE,18,0.46,7,"summer",0.8,"1",0,0.2985,FALSE,0
379,0.697,"2011-07-17",FALSE,19,0.55,7,"summer",0.76,"1",0,0.2836,FALSE,0
262,0.7121,"2011-07-17",FALSE,20,0.58,7,"summer",0.76,"1",0,0.2537,FALSE,0
207,0.6818,"2011-07-17",FALSE,21,0.62,7,"summer",0.74,"1",0,0.2239,FALSE,0
181,0.6818,"2011-07-17",FALSE,22,0.66,7,"summer",0.72,"1",0,0.2239,FALSE,0
93,0.6667,"2011-07-17",FALSE,23,0.74,7,"summer",0.7,"1",0,0.1343,FALSE,0
51,0.6667,"2011-07-18",FALSE,0,0.74,7,"summer",0.7,"1",1,0.1343,TRUE,0
25,0.6667,"2011-07-18",FALSE,1,0.74,7,"summer",0.7,"1",1,0.2239,TRUE,0
10,0.6061,"2011-07-18",FALSE,2,0.83,7,"summer",0.66,"1",1,0.2239,TRUE,0
7,0.6061,"2011-07-18",FALSE,3,0.78,7,"summer",0.66,"1",1,0.194,TRUE,0
4,0.5909,"2011-07-18",FALSE,4,0.78,7,"summer",0.64,"1",1,0.1642,TRUE,0
17,0.5909,"2011-07-18",FALSE,5,0.78,7,"summer",0.64,"1",1,0.1045,TRUE,0
105,0.5758,"2011-07-18",FALSE,6,0.83,7,"summer",0.64,"1",1,0.1045,TRUE,0
277,0.6364,"2011-07-18",FALSE,7,0.74,7,"summer",0.68,"1",1,0.2239,TRUE,0
347,0.6515,"2011-07-18",FALSE,8,0.7,7,"summer",0.7,"1",1,0.194,TRUE,0
203,0.697,"2011-07-18",FALSE,9,0.67,7,"summer",0.74,"1",1,0.2239,TRUE,0
130,0.7121,"2011-07-18",FALSE,10,0.62,7,"summer",0.76,"1",1,0.194,TRUE,0
141,0.7576,"2011-07-18",FALSE,11,0.55,7,"summer",0.8,"1",1,0.0896,TRUE,0
165,0.7727,"2011-07-18",FALSE,12,0.59,7,"summer",0.8,"1",1,0.194,TRUE,0
152,0.7879,"2011-07-18",FALSE,13,0.56,7,"summer",0.82,"1",1,0.2537,TRUE,0
138,0.7879,"2011-07-18",FALSE,14,0.56,7,"summer",0.82,"1",1,0.3284,TRUE,0
164,0.803,"2011-07-18",FALSE,15,0.53,7,"summer",0.84,"1",1,0.3284,TRUE,0
265,0.803,"2011-07-18",FALSE,16,0.53,7,"summer",0.84,"1",1,0.2836,TRUE,0
545,0.7879,"2011-07-18",FALSE,17,0.49,7,"summer",0.84,"1",1,0.3284,TRUE,0
558,0.7727,"2011-07-18",FALSE,18,0.49,7,"summer",0.82,"1",1,0.3582,TRUE,0
398,0.7576,"2011-07-18",FALSE,19,0.55,7,"summer",0.8,"1",1,0.2239,TRUE,0
323,0.7424,"2011-07-18",FALSE,20,0.59,7,"summer",0.78,"1",1,0.2239,TRUE,0
202,0.697,"2011-07-18",FALSE,21,0.66,7,"summer",0.74,"1",1,0.194,TRUE,0
140,0.7273,"2011-07-18",FALSE,22,0.66,7,"summer",0.76,"1",1,0.2239,TRUE,0
91,0.697,"2011-07-18",FALSE,23,0.66,7,"summer",0.74,"1",1,0.1642,TRUE,0
51,0.697,"2011-07-19",FALSE,0,0.66,7,"summer",0.74,"1",2,0.1045,TRUE,0
13,0.697,"2011-07-19",FALSE,1,0.66,7,"summer",0.74,"2",2,0.1343,TRUE,0
13,0.6818,"2011-07-19",FALSE,2,0.7,7,"summer",0.72,"1",2,0.1642,TRUE,0
3,0.6818,"2011-07-19",FALSE,3,0.7,7,"summer",0.72,"1",2,0.1642,TRUE,0
5,0.6818,"2011-07-19",FALSE,4,0.7,7,"summer",0.72,"1",2,0.1343,TRUE,0
19,0.6667,"2011-07-19",FALSE,5,0.74,7,"summer",0.7,"2",2,0.1045,TRUE,0
134,0.697,"2011-07-19",FALSE,6,0.74,7,"summer",0.72,"2",2,0.1045,TRUE,0
315,0.697,"2011-07-19",FALSE,7,0.7,7,"summer",0.74,"2",2,0.1642,TRUE,0
412,0.7273,"2011-07-19",FALSE,8,0.7,7,"summer",0.76,"2",2,0.1642,TRUE,0
199,0.7879,"2011-07-19",FALSE,9,0.63,7,"summer",0.8,"2",2,0.1343,TRUE,0
141,0.7879,"2011-07-19",FALSE,10,0.56,7,"summer",0.82,"2",2,0.1642,TRUE,0
127,0.803,"2011-07-19",FALSE,11,0.59,7,"summer",0.82,"1",2,0,TRUE,0
153,0.8182,"2011-07-19",FALSE,12,0.56,7,"summer",0.84,"1",2,0.0896,TRUE,0
172,0.8333,"2011-07-19",FALSE,13,0.53,7,"summer",0.86,"1",2,0.1045,TRUE,0
152,0.8182,"2011-07-19",FALSE,14,0.5,7,"summer",0.86,"1",2,0.194,TRUE,0
158,0.8182,"2011-07-19",FALSE,15,0.44,7,"summer",0.88,"1",2,0.194,TRUE,0
277,0.8485,"2011-07-19",FALSE,16,0.42,7,"summer",0.9,"1",2,0.2985,TRUE,0
513,0.803,"2011-07-19",FALSE,17,0.66,7,"summer",0.8,"1",2,0,TRUE,0
530,0.803,"2011-07-19",FALSE,18,0.66,7,"summer",0.8,"1",2,0.1343,TRUE,0
388,0.7424,"2011-07-19",FALSE,19,0.75,7,"summer",0.76,"1",2,0.194,TRUE,0
277,0.7273,"2011-07-19",FALSE,20,0.74,7,"summer",0.74,"1",2,0.0896,TRUE,0
241,0.7121,"2011-07-19",FALSE,21,0.74,7,"summer",0.74,"1",2,0.1343,TRUE,0
156,0.7121,"2011-07-19",FALSE,22,0.74,7,"summer",0.74,"1",2,0,TRUE,0
92,0.697,"2011-07-19",FALSE,23,0.79,7,"summer",0.72,"3",2,0.1642,TRUE,0
40,0.6667,"2011-07-20",FALSE,0,0.84,7,"summer",0.7,"1",3,0.1045,TRUE,0
11,0.6667,"2011-07-20",FALSE,1,0.84,7,"summer",0.7,"1",3,0,TRUE,0
9,0.6667,"2011-07-20",FALSE,2,0.84,7,"summer",0.7,"1",3,0,TRUE,0
6,0.6667,"2011-07-20",FALSE,3,0.84,7,"summer",0.7,"1",3,0.1045,TRUE,0
4,0.6364,"2011-07-20",FALSE,4,0.83,7,"summer",0.68,"1",3,0,TRUE,0
23,0.6364,"2011-07-20",FALSE,5,0.83,7,"summer",0.68,"1",3,0.1045,TRUE,0
116,0.6364,"2011-07-20",FALSE,6,0.89,7,"summer",0.68,"2",3,0.1045,TRUE,0
303,0.6667,"2011-07-20",FALSE,7,0.84,7,"summer",0.7,"2",3,0.1045,TRUE,0
438,0.7121,"2011-07-20",FALSE,8,0.74,7,"summer",0.74,"1",3,0,TRUE,0
209,0.697,"2011-07-20",FALSE,9,0.7,7,"summer",0.74,"1",3,0.0896,TRUE,0
110,0.7273,"2011-07-20",FALSE,10,0.7,7,"summer",0.76,"1",3,0,TRUE,0
142,0.7879,"2011-07-20",FALSE,11,0.63,7,"summer",0.8,"1",3,0.0896,TRUE,0
149,0.803,"2011-07-20",FALSE,12,0.59,7,"summer",0.82,"1",3,0,TRUE,0
120,0.8182,"2011-07-20",FALSE,13,0.56,7,"summer",0.84,"1",3,0.194,TRUE,0
127,0.8333,"2011-07-20",FALSE,14,0.53,7,"summer",0.86,"1",3,0.2239,TRUE,0
138,0.8182,"2011-07-20",FALSE,15,0.5,7,"summer",0.86,"1",3,0.1642,TRUE,0
234,0.8182,"2011-07-20",FALSE,16,0.56,7,"summer",0.84,"1",3,0,TRUE,0
455,0.8333,"2011-07-20",FALSE,17,0.59,7,"summer",0.84,"1",3,0.194,TRUE,0
497,0.8333,"2011-07-20",FALSE,18,0.59,7,"summer",0.84,"1",3,0.2239,TRUE,0
382,0.8485,"2011-07-20",FALSE,19,0.67,7,"summer",0.82,"1",3,0.1642,TRUE,0
309,0.8333,"2011-07-20",FALSE,20,0.75,7,"summer",0.8,"1",3,0.2239,TRUE,0
242,0.803,"2011-07-20",FALSE,21,0.66,7,"summer",0.8,"1",3,0.1642,TRUE,0
169,0.7727,"2011-07-20",FALSE,22,0.7,7,"summer",0.78,"1",3,0.2239,TRUE,0
99,0.7424,"2011-07-20",FALSE,23,0.75,7,"summer",0.76,"1",3,0.2537,TRUE,0
42,0.7424,"2011-07-21",FALSE,0,0.75,7,"summer",0.76,"2",4,0.194,TRUE,0
21,0.7273,"2011-07-21",FALSE,1,0.84,7,"summer",0.74,"2",4,0.2239,TRUE,0
6,0.7273,"2011-07-21",FALSE,2,0.84,7,"summer",0.74,"2",4,0.2239,TRUE,0
6,0.7121,"2011-07-21",FALSE,3,0.79,7,"summer",0.74,"2",4,0.1343,TRUE,0
4,0.7121,"2011-07-21",FALSE,4,0.84,7,"summer",0.72,"2",4,0.1045,TRUE,0
18,0.7121,"2011-07-21",FALSE,5,0.84,7,"summer",0.72,"2",4,0.1045,TRUE,0
117,0.7121,"2011-07-21",FALSE,6,0.84,7,"summer",0.72,"2",4,0.1045,TRUE,0
274,0.7273,"2011-07-21",FALSE,7,0.84,7,"summer",0.74,"2",4,0.1343,TRUE,0
381,0.7576,"2011-07-21",FALSE,8,0.79,7,"summer",0.76,"2",4,0.1642,TRUE,0
200,0.8182,"2011-07-21",FALSE,9,0.75,7,"summer",0.8,"2",4,0.2537,TRUE,0
78,0.8636,"2011-07-21",FALSE,10,0.71,7,"summer",0.82,"2",4,0.2239,TRUE,0
106,0.8939,"2011-07-21",FALSE,11,0.63,7,"summer",0.86,"2",4,0.2985,TRUE,0
135,0.8939,"2011-07-21",FALSE,12,0.56,7,"summer",0.88,"1",4,0.3284,TRUE,0
102,0.8939,"2011-07-21",FALSE,13,0.56,7,"summer",0.88,"1",4,0.2985,TRUE,0
147,0.8939,"2011-07-21",FALSE,14,0.5,7,"summer",0.9,"1",4,0.3582,TRUE,0
133,0.9242,"2011-07-21",FALSE,15,0.53,7,"summer",0.9,"1",4,0.2537,TRUE,0
210,0.9242,"2011-07-21",FALSE,16,0.48,7,"summer",0.92,"1",4,0.2836,TRUE,0
414,0.9091,"2011-07-21",FALSE,17,0.45,7,"summer",0.92,"1",4,0.2985,TRUE,0
382,0.8939,"2011-07-21",FALSE,18,0.5,7,"summer",0.9,"1",4,0.2836,TRUE,0
284,0.9242,"2011-07-21",FALSE,19,0.67,7,"summer",0.86,"1",4,0.2836,TRUE,0
237,0.8939,"2011-07-21",FALSE,20,0.71,7,"summer",0.84,"1",4,0.2239,TRUE,0
225,0.8939,"2011-07-21",FALSE,21,0.75,7,"summer",0.82,"1",4,0.2239,TRUE,0
149,0.8636,"2011-07-21",FALSE,22,0.71,7,"summer",0.82,"1",4,0.1642,TRUE,0
113,0.8182,"2011-07-21",FALSE,23,0.71,7,"summer",0.8,"1",4,0.1642,TRUE,0
60,0.8333,"2011-07-22",FALSE,0,0.63,7,"summer",0.82,"1",5,0.1343,TRUE,0
24,0.7879,"2011-07-22",FALSE,1,0.63,7,"summer",0.8,"1",5,0,TRUE,0
14,0.803,"2011-07-22",FALSE,2,0.79,7,"summer",0.78,"1",5,0.1343,TRUE,0
7,0.7879,"2011-07-22",FALSE,3,0.75,7,"summer",0.78,"1",5,0.1045,TRUE,0
13,0.7424,"2011-07-22",FALSE,4,0.75,7,"summer",0.76,"1",5,0.1045,TRUE,0
19,0.7121,"2011-07-22",FALSE,5,0.79,7,"summer",0.74,"1",5,0.1045,TRUE,0
96,0.7424,"2011-07-22",FALSE,6,0.75,7,"summer",0.76,"1",5,0.0896,TRUE,0
252,0.803,"2011-07-22",FALSE,7,0.66,7,"summer",0.8,"2",5,0.1045,TRUE,0
322,0.8485,"2011-07-22",FALSE,8,0.63,7,"summer",0.84,"2",5,0.1642,TRUE,0
208,0.8939,"2011-07-22",FALSE,9,0.63,7,"summer",0.86,"1",5,0.0896,TRUE,0
115,0.9242,"2011-07-22",FALSE,10,0.53,7,"summer",0.9,"1",5,0.0896,TRUE,0
109,0.8939,"2011-07-22",FALSE,11,0.5,7,"summer",0.9,"1",5,0.1045,TRUE,0
115,0.9545,"2011-07-22",FALSE,12,0.48,7,"summer",0.94,"1",5,0.1642,TRUE,0
123,0.9848,"2011-07-22",FALSE,13,0.51,7,"summer",0.94,"1",5,0.1642,TRUE,0
101,1,"2011-07-22",FALSE,14,0.48,7,"summer",0.96,"1",5,0.2985,TRUE,0
133,0.9848,"2011-07-22",FALSE,15,0.51,7,"summer",0.94,"1",5,0.2985,TRUE,0
182,0.8333,"2011-07-22",FALSE,16,0.39,7,"summer",0.9,"3",5,0.2985,TRUE,0
306,0.8485,"2011-07-22",FALSE,17,0.47,7,"summer",0.88,"1",5,0.1045,TRUE,0
284,0.8182,"2011-07-22",FALSE,18,0.37,7,"summer",0.9,"1",5,0.1642,TRUE,0
250,0.7879,"2011-07-22",FALSE,19,0.41,7,"summer",0.86,"2",5,0.1045,TRUE,0
212,0.8182,"2011-07-22",FALSE,20,0.56,7,"summer",0.84,"1",5,0,TRUE,0
190,0.803,"2011-07-22",FALSE,21,0.59,7,"summer",0.82,"1",5,0.0896,TRUE,0
149,0.7879,"2011-07-22",FALSE,22,0.49,7,"summer",0.84,"2",5,0.0896,TRUE,0
103,0.7879,"2011-07-22",FALSE,23,0.63,7,"summer",0.8,"1",5,0.194,TRUE,0
101,0.7879,"2011-07-23",FALSE,0,0.56,7,"summer",0.82,"1",6,0,FALSE,0
70,0.7727,"2011-07-23",FALSE,1,0.52,7,"summer",0.82,"1",6,0.1045,FALSE,0
61,0.7727,"2011-07-23",FALSE,2,0.52,7,"summer",0.82,"1",6,0,FALSE,0
22,0.7576,"2011-07-23",FALSE,3,0.66,7,"summer",0.78,"1",6,0.0896,FALSE,0
9,0.7273,"2011-07-23",FALSE,4,0.66,7,"summer",0.76,"1",6,0.1045,FALSE,0
7,0.7121,"2011-07-23",FALSE,5,0.62,7,"summer",0.76,"1",6,0.1343,FALSE,0
25,0.7424,"2011-07-23",FALSE,6,0.52,7,"summer",0.8,"1",6,0.1343,FALSE,0
45,0.7424,"2011-07-23",FALSE,7,0.52,7,"summer",0.8,"1",6,0.1045,FALSE,0
109,0.7879,"2011-07-23",FALSE,8,0.49,7,"summer",0.84,"1",6,0.2537,FALSE,0
132,0.7879,"2011-07-23",FALSE,9,0.49,7,"summer",0.84,"1",6,0.1642,FALSE,0
198,0.7879,"2011-07-23",FALSE,10,0.41,7,"summer",0.86,"1",6,0.2239,FALSE,0
216,0.8182,"2011-07-23",FALSE,11,0.37,7,"summer",0.9,"1",6,0.194,FALSE,0
235,0.8636,"2011-07-23",FALSE,12,0.37,7,"summer",0.92,"1",6,0.1045,FALSE,0
245,0.8788,"2011-07-23",FALSE,13,0.38,7,"summer",0.94,"1",6,0.1642,FALSE,0
236,0.8939,"2011-07-23",FALSE,14,0.42,7,"summer",0.92,"1",6,0,FALSE,0
215,0.8788,"2011-07-23",FALSE,15,0.38,7,"summer",0.94,"1",6,0,FALSE,0
221,0.8788,"2011-07-23",FALSE,16,0.38,7,"summer",0.94,"1",6,0.1343,FALSE,0
197,0.8788,"2011-07-23",FALSE,17,0.38,7,"summer",0.94,"1",6,0.1343,FALSE,0
196,0.8788,"2011-07-23",FALSE,18,0.4,7,"summer",0.92,"1",6,0.2239,FALSE,0
217,0.803,"2011-07-23",FALSE,19,0.59,7,"summer",0.82,"2",6,0.1343,FALSE,0
145,0.803,"2011-07-23",FALSE,20,0.59,7,"summer",0.82,"1",6,0.2239,FALSE,0
154,0.803,"2011-07-23",FALSE,21,0.59,7,"summer",0.82,"1",6,0.2239,FALSE,0
125,0.7727,"2011-07-23",FALSE,22,0.59,7,"summer",0.8,"1",6,0.194,FALSE,0
104,0.7727,"2011-07-23",FALSE,23,0.59,7,"summer",0.8,"1",6,0.1045,FALSE,0
119,0.7727,"2011-07-24",FALSE,0,0.59,7,"summer",0.8,"1",0,0.1045,FALSE,0
96,0.7576,"2011-07-24",FALSE,1,0.66,7,"summer",0.78,"1",0,0.1045,FALSE,0
60,0.7879,"2011-07-24",FALSE,2,0.63,7,"summer",0.8,"1",0,0.0896,FALSE,0
37,0.7879,"2011-07-24",FALSE,3,0.63,7,"summer",0.8,"1",0,0.0896,FALSE,0
6,0.7576,"2011-07-24",FALSE,4,0.66,7,"summer",0.78,"1",0,0.1045,FALSE,0
8,0.7576,"2011-07-24",FALSE,5,0.66,7,"summer",0.78,"1",0,0.0896,FALSE,0
22,0.7879,"2011-07-24",FALSE,6,0.63,7,"summer",0.8,"2",0,0.0896,FALSE,0
35,0.7727,"2011-07-24",FALSE,7,0.59,7,"summer",0.8,"1",0,0.1343,FALSE,0
104,0.7879,"2011-07-24",FALSE,8,0.56,7,"summer",0.82,"1",0,0.2836,FALSE,0
154,0.7879,"2011-07-24",FALSE,9,0.56,7,"summer",0.82,"1",0,0.3881,FALSE,0
226,0.8182,"2011-07-24",FALSE,10,0.5,7,"summer",0.86,"1",0,0.3284,FALSE,0
243,0.803,"2011-07-24",FALSE,11,0.53,7,"summer",0.84,"1",0,0.2537,FALSE,0
246,0.8636,"2011-07-24",FALSE,12,0.45,7,"summer",0.9,"1",0,0.1642,FALSE,0
252,0.803,"2011-07-24",FALSE,13,0.47,7,"summer",0.86,"1",0,0.2239,FALSE,0
283,0.8182,"2011-07-24",FALSE,14,0.5,7,"summer",0.86,"1",0,0.2836,FALSE,0
238,0.8485,"2011-07-24",FALSE,15,0.42,7,"summer",0.9,"1",0,0.2537,FALSE,0
249,0.8485,"2011-07-24",FALSE,16,0.42,7,"summer",0.9,"1",0,0.2537,FALSE,0
249,0.8333,"2011-07-24",FALSE,17,0.39,7,"summer",0.9,"1",0,0.1045,FALSE,0
243,0.8182,"2011-07-24",FALSE,18,0.42,7,"summer",0.88,"1",0,0.1642,FALSE,0
240,0.803,"2011-07-24",FALSE,19,0.47,7,"summer",0.86,"1",0,0.1642,FALSE,0
195,0.7879,"2011-07-24",FALSE,20,0.49,7,"summer",0.84,"1",0,0.1642,FALSE,0
153,0.7879,"2011-07-24",FALSE,21,0.63,7,"summer",0.8,"1",0,0.1343,FALSE,0
98,0.7576,"2011-07-24",FALSE,22,0.66,7,"summer",0.78,"1",0,0,FALSE,0
50,0.7273,"2011-07-24",FALSE,23,0.7,7,"summer",0.76,"2",0,0.0896,FALSE,0
34,0.7273,"2011-07-25",FALSE,0,0.7,7,"summer",0.76,"2",1,0,TRUE,0
12,0.7424,"2011-07-25",FALSE,1,0.75,7,"summer",0.76,"2",1,0.0896,TRUE,0
6,0.7121,"2011-07-25",FALSE,2,0.79,7,"summer",0.74,"2",1,0.0896,TRUE,0
4,0.7121,"2011-07-25",FALSE,3,0.79,7,"summer",0.74,"1",1,0,TRUE,0
6,0.7121,"2011-07-25",FALSE,4,0.84,7,"summer",0.72,"1",1,0.0896,TRUE,0
24,0.7121,"2011-07-25",FALSE,5,0.84,7,"summer",0.72,"1",1,0.0896,TRUE,0
107,0.7121,"2011-07-25",FALSE,6,0.84,7,"summer",0.72,"2",1,0.0896,TRUE,0
277,0.7121,"2011-07-25",FALSE,7,0.79,7,"summer",0.74,"2",1,0,TRUE,0
387,0.7424,"2011-07-25",FALSE,8,0.75,7,"summer",0.76,"2",1,0,TRUE,0
135,0.803,"2011-07-25",FALSE,9,0.66,7,"summer",0.8,"1",1,0,TRUE,0
84,0.803,"2011-07-25",FALSE,10,0.59,7,"summer",0.82,"1",1,0,TRUE,0
107,0.8333,"2011-07-25",FALSE,11,0.59,7,"summer",0.84,"2",1,0.194,TRUE,0
67,0.8333,"2011-07-25",FALSE,12,0.59,7,"summer",0.84,"2",1,0.194,TRUE,0
78,0.7121,"2011-07-25",FALSE,13,0.74,7,"summer",0.74,"2",1,0.1343,TRUE,0
90,0.697,"2011-07-25",FALSE,14,0.79,7,"summer",0.72,"2",1,0.194,TRUE,0
112,0.6667,"2011-07-25",FALSE,15,0.84,7,"summer",0.7,"1",1,0.3881,TRUE,0
198,0.6667,"2011-07-25",FALSE,16,0.84,7,"summer",0.7,"1",1,0.2239,TRUE,0
485,0.697,"2011-07-25",FALSE,17,0.74,7,"summer",0.72,"1",1,0,TRUE,0
533,0.7121,"2011-07-25",FALSE,18,0.74,7,"summer",0.74,"1",1,0.0896,TRUE,0
386,0.697,"2011-07-25",FALSE,19,0.7,7,"summer",0.74,"1",1,0.0896,TRUE,0
302,0.697,"2011-07-25",FALSE,20,0.74,7,"summer",0.72,"1",1,0.1343,TRUE,0
194,0.6667,"2011-07-25",FALSE,21,0.84,7,"summer",0.7,"1",1,0,TRUE,0
125,0.6667,"2011-07-25",FALSE,22,0.84,7,"summer",0.7,"1",1,0,TRUE,0
87,0.6667,"2011-07-25",FALSE,23,0.84,7,"summer",0.7,"1",1,0.0896,TRUE,0
28,0.6667,"2011-07-26",FALSE,0,0.79,7,"summer",0.7,"1",2,0.1045,TRUE,0
12,0.6667,"2011-07-26",FALSE,1,0.79,7,"summer",0.7,"1",2,0.1045,TRUE,0
7,0.6364,"2011-07-26",FALSE,2,0.89,7,"summer",0.68,"1",2,0.1045,TRUE,0
4,0.6364,"2011-07-26",FALSE,3,0.89,7,"summer",0.68,"1",2,0.1343,TRUE,0
6,0.6364,"2011-07-26",FALSE,4,0.88,7,"summer",0.68,"1",2,0.1642,TRUE,0
27,0.5909,"2011-07-26",FALSE,5,0.89,7,"summer",0.66,"1",2,0.0896,TRUE,0
110,0.6364,"2011-07-26",FALSE,6,0.83,7,"summer",0.68,"1",2,0.2239,TRUE,0
318,0.6818,"2011-07-26",FALSE,7,0.66,7,"summer",0.72,"1",2,0.2836,TRUE,0
424,0.6818,"2011-07-26",FALSE,8,0.55,7,"summer",0.74,"1",2,0.194,TRUE,0
187,0.6818,"2011-07-26",FALSE,9,0.4,7,"summer",0.76,"1",2,0.2239,TRUE,0
138,0.697,"2011-07-26",FALSE,10,0.31,7,"summer",0.8,"1",2,0.2239,TRUE,0
151,0.7121,"2011-07-26",FALSE,11,0.3,7,"summer",0.82,"1",2,0,TRUE,0
147,0.7273,"2011-07-26",FALSE,12,0.28,7,"summer",0.84,"1",2,0,TRUE,0
182,0.7273,"2011-07-26",FALSE,13,0.32,7,"summer",0.84,"1",2,0.2985,TRUE,0
147,0.7424,"2011-07-26",FALSE,14,0.3,7,"summer",0.86,"1",2,0.2836,TRUE,0
163,0.7576,"2011-07-26",FALSE,15,0.28,7,"summer",0.88,"1",2,0.3284,TRUE,0
254,0.7576,"2011-07-26",FALSE,16,0.36,7,"summer",0.86,"1",2,0.2836,TRUE,0
537,0.7576,"2011-07-26",FALSE,17,0.36,7,"summer",0.86,"1",2,0.3582,TRUE,0
546,0.7424,"2011-07-26",FALSE,18,0.39,7,"summer",0.84,"1",2,0.3881,TRUE,0
398,0.7424,"2011-07-26",FALSE,19,0.43,7,"summer",0.82,"1",2,0.2985,TRUE,0
290,0.7273,"2011-07-26",FALSE,20,0.46,7,"summer",0.8,"1",2,0.2537,TRUE,0
267,0.7121,"2011-07-26",FALSE,21,0.49,7,"summer",0.78,"1",2,0.2239,TRUE,0
158,0.697,"2011-07-26",FALSE,22,0.55,7,"summer",0.76,"1",2,0.1343,TRUE,0
89,0.7121,"2011-07-26",FALSE,23,0.58,7,"summer",0.76,"1",2,0.1045,TRUE,0
45,0.7121,"2011-07-27",FALSE,0,0.52,7,"summer",0.78,"2",3,0.1642,TRUE,0
10,0.7121,"2011-07-27",FALSE,1,0.49,7,"summer",0.78,"1",3,0.194,TRUE,0
6,0.697,"2011-07-27",FALSE,2,0.52,7,"summer",0.76,"1",3,0.2985,TRUE,0
4,0.6667,"2011-07-27",FALSE,3,0.58,7,"summer",0.72,"1",3,0.1642,TRUE,0
4,0.6667,"2011-07-27",FALSE,4,0.51,7,"summer",0.72,"1",3,0.194,TRUE,0
18,0.6515,"2011-07-27",FALSE,5,0.54,7,"summer",0.7,"1",3,0.2836,TRUE,0
123,0.6515,"2011-07-27",FALSE,6,0.54,7,"summer",0.7,"1",3,0.2239,TRUE,0
347,0.6667,"2011-07-27",FALSE,7,0.48,7,"summer",0.72,"1",3,0.2537,TRUE,0
433,0.6667,"2011-07-27",FALSE,8,0.42,7,"summer",0.74,"1",3,0.2537,TRUE,0
216,0.6667,"2011-07-27",FALSE,9,0.35,7,"summer",0.76,"1",3,0.2537,TRUE,0
114,0.6818,"2011-07-27",FALSE,10,0.33,7,"summer",0.78,"1",3,0,TRUE,0
136,0.697,"2011-07-27",FALSE,11,0.31,7,"summer",0.8,"1",3,0,TRUE,0
169,0.7121,"2011-07-27",FALSE,12,0.3,7,"summer",0.82,"1",3,0.2836,TRUE,0
180,0.7273,"2011-07-27",FALSE,13,0.3,7,"summer",0.84,"1",3,0.3582,TRUE,0
127,0.7273,"2011-07-27",FALSE,14,0.28,7,"summer",0.84,"1",3,0.2239,TRUE,0
140,0.7424,"2011-07-27",FALSE,15,0.26,7,"summer",0.86,"1",3,0.2537,TRUE,0
268,0.7273,"2011-07-27",FALSE,16,0.25,7,"summer",0.86,"1",3,0.1642,TRUE,0
572,0.7121,"2011-07-27",FALSE,17,0.26,7,"summer",0.84,"1",3,0.2239,TRUE,0
541,0.7121,"2011-07-27",FALSE,18,0.28,7,"summer",0.82,"1",3,0.1045,TRUE,0
375,0.697,"2011-07-27",FALSE,19,0.29,7,"summer",0.8,"1",3,0.0896,TRUE,0
294,0.6818,"2011-07-27",FALSE,20,0.45,7,"summer",0.76,"1",3,0.2239,TRUE,0
245,0.6667,"2011-07-27",FALSE,21,0.48,7,"summer",0.74,"1",3,0.1045,TRUE,0
180,0.6667,"2011-07-27",FALSE,22,0.48,7,"summer",0.72,"1",3,0,TRUE,0
109,0.6667,"2011-07-27",FALSE,23,0.45,7,"summer",0.74,"1",3,0.0896,TRUE,0
45,0.6515,"2011-07-28",FALSE,0,0.51,7,"summer",0.7,"1",4,0.1343,TRUE,0
29,0.6667,"2011-07-28",FALSE,1,0.51,7,"summer",0.72,"1",4,0,TRUE,0
7,0.6667,"2011-07-28",FALSE,2,0.54,7,"summer",0.72,"1",4,0.1045,TRUE,0
5,0.6667,"2011-07-28",FALSE,3,0.54,7,"summer",0.72,"1",4,0,TRUE,0
6,0.6515,"2011-07-28",FALSE,4,0.61,7,"summer",0.7,"1",4,0.1045,TRUE,0
27,0.6515,"2011-07-28",FALSE,5,0.65,7,"summer",0.7,"1",4,0.1045,TRUE,0
116,0.6515,"2011-07-28",FALSE,6,0.7,7,"summer",0.7,"1",4,0.0896,TRUE,0
305,0.6818,"2011-07-28",FALSE,7,0.7,7,"summer",0.72,"1",4,0.1642,TRUE,0
456,0.697,"2011-07-28",FALSE,8,0.66,7,"summer",0.74,"1",4,0.1642,TRUE,0
210,0.7424,"2011-07-28",FALSE,9,0.59,7,"summer",0.78,"1",4,0.194,TRUE,0
116,0.7576,"2011-07-28",FALSE,10,0.55,7,"summer",0.8,"1",4,0.2836,TRUE,0
154,0.8182,"2011-07-28",FALSE,11,0.56,7,"summer",0.84,"1",4,0.2836,TRUE,0
186,0.803,"2011-07-28",FALSE,12,0.53,7,"summer",0.84,"1",4,0.2537,TRUE,0
152,0.803,"2011-07-28",FALSE,13,0.47,7,"summer",0.86,"1",4,0.2537,TRUE,0
138,0.7879,"2011-07-28",FALSE,14,0.49,7,"summer",0.84,"2",4,0.2537,TRUE,0
146,0.8182,"2011-07-28",FALSE,15,0.5,7,"summer",0.86,"1",4,0.194,TRUE,0
256,0.803,"2011-07-28",FALSE,16,0.47,7,"summer",0.86,"1",4,0.1642,TRUE,0
